found 65.06s of metadata, from 65 payloads, within /Volumes/video/GoPro Import/2018-07-09/HERO5 Black 3/GOPR0403.MP4
17.24, 42.288654, -71.359177, 14.71, -0.24561
17.29, 42.288646, -71.359178, 14.72, -0.75697
17.35, 42.288639, -71.359179, 14.73, -1.25066
17.41, 42.288632, -71.359181, 14.77, -0.60366
17.46, 42.288624, -71.359182, 14.77, -0.41611
17.52, 42.288617, -71.359183, 14.75, -0.63765
17.57, 42.288609, -71.359184, 14.74, -1.31133
17.63, 42.288602, -71.359185, 14.74, -0.71335
17.68, 42.288595, -71.359186, 14.74, -0.63479
17.74, 42.288587, -71.359187, 14.71, -0.39007
17.79, 42.288580, -71.359188, 14.67, -0.73289
17.85, 42.288573, -71.359189, 14.63, -1.14170
17.91, 42.288565, -71.359191, 14.60, -0.69547
17.96, 42.288558, -71.359192, 14.57, -0.55758
18.02, 42.288551, -71.359193, 14.52, -0.01568
18.02, 42.288544, -71.359194, 14.50, -0.90743
18.07, 42.288536, -71.359195, 14.53, -0.66008
18.13, 42.288529, -71.359196, 14.51, -1.01690
18.18, 42.288522, -71.359197, 14.49, -0.84273
18.24, 42.288515, -71.359198, 14.45, -0.39088
18.30, 42.288508, -71.359199, 14.43, -0.98943
18.35, 42.288501, -71.359200, 14.42, -0.64280
18.41, 42.288494, -71.359201, 14.43, -0.53977
18.46, 42.288487, -71.359202, 14.43, -0.70426
18.52, 42.288480, -71.359203, 14.45, -0.60356
18.57, 42.288472, -71.359204, 14.47, -0.86141
18.63, 42.288465, -71.359205, 14.48, -0.62088
18.68, 42.288458, -71.359206, 14.50, -0.63374
18.74, 42.288451, -71.359207, 14.51, -0.36960
18.80, 42.288444, -71.359208, 14.53, -0.18872
18.85, 42.288436, -71.359208, 14.54, -0.43824
18.91, 42.288429, -71.359209, 14.55, -0.60617
18.96, 42.288422, -71.359210, 14.59, -0.98257
19.02, 42.288415, -71.359211, 14.63, -0.66543
19.07, 42.288407, -71.359212, 14.64, -0.45034
19.13, 42.288400, -71.359213, 14.69, -0.34788
19.19, 42.288393, -71.359214, 14.74, -0.07298
19.24, 42.288385, -71.359215, 14.75, 0.13232
19.30, 42.288378, -71.359216, 14.77, 0.26106
19.35, 42.288371, -71.359216, 14.79, -0.01364
19.41, 42.288364, -71.359217, 14.84, -0.27316
19.46, 42.288356, -71.359218, 14.87, -0.21767
19.52, 42.288349, -71.359219, 14.90, -0.02552
19.57, 42.288341, -71.359220, 14.93, -0.12920
19.63, 42.288334, -71.359221, 14.98, -0.39816
19.69, 42.288326, -71.359222, 15.01, -0.31778
19.74, 42.288319, -71.359223, 15.05, -0.77568
19.80, 42.288311, -71.359224, 15.10, -0.44529
19.85, 42.288304, -71.359225, 15.11, 0.28722
19.91, 42.288296, -71.359226, 15.11, 1.01840
